Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"DL","01/06/2020","1735","N371DN","LAX","13:40","307"
"DL","01/06/2020","1736","N885DN","CMH","22:40","77"
"DL","01/06/2020","1739","N338NW","TUS","20:09","246"
"DL","01/06/2020","1742","N384DA","FAY","21:48","66"
"DL","01/06/2020","1746","N358DN","MIA","07:25","106"
"DL","01/06/2020","1747","N978AT","HPN","20:37","126"
"DL","01/06/2020","1752","N997AT","SAV","11:31","57"
"DL","01/06/2020","1767","N338NB","OKC","14:10","146"
"DL","01/06/2020","1772","N314DN","DTW","22:45","100"
"DL","01/06/2020","1774","N362DN","RDU","15:19","72"
"DL","01/06/2020","1775","N909DE","ALB","09:05","123"
"DL","01/06/2020","1778","N940AT","BHM","16:26","44"
"DL","01/06/2020","1780","N303DN","SAN","21:59","293"
"DL","01/06/2020","1781","N374DX","SLC","13:49","262"
"DL","01/06/2020","1789","N843DN","JAX","17:50","66"
"DL","01/06/2020","1793","N679DA","RSW","13:55","98"
"DL","01/06/2020","1794","N892AT","ABE","21:30","110"
"DL","01/06/2020","1795","N996DL","MIA","12:06","103"
"DL","01/06/2020","1800","N391DN","BOS","16:43","148"
"DL","01/06/2020","1803","N914DN","RDU","11:49","68"
"DL","01/06/2020","1808","N938AT","HOU","16:50","125"
"DL","01/06/2020","1810","N383DZ","DFW","16:59","135"
"DL","01/06/2020","1814","N969DL","GSO","21:14","62"
"DL","01/06/2020","1816","N827DN","DEN","08:12","211"
"DL","01/06/2020","1818","N385DZ","SLC","19:12","260"
"DL","01/06/2020","1827","N665DN","FLL","11:21","100"
"DL","01/06/2020","1828","N919AT","SAV","08:26","61"
"DL","01/06/2020","1834","N958DL","CMH","14:30","79"
"DL","01/06/2020","1837","N315DN","AUS","22:41","156"
"DL","01/06/2020","1838","N900DU","MCI","15:15","119"
"DL","01/06/2020","1839","N304DQ","IAD","20:15","94"
"DL","01/06/2020","1846","N910DN","PHL","16:35","103"
"DL","01/06/2020","1850","N971DL","MSN","21:29","127"
"DL","01/06/2020","1854","N930DZ","ABQ","11:47","202"
"DL","01/06/2020","1856","N306DQ","VPS","19:44","63"
"DL","01/06/2020","1857","N342DN","LAS","10:00","281"
"DL","01/06/2020","1860","N989AT","ORD","17:54","119"
"DL","01/06/2020","1861","N985AT","LIT","13:55","87"
"DL","01/06/2020","1863","N346DN","MIA","19:45","99"
"DL","01/06/2020","1866","N908DN","MSP","07:25","156"
"DL","01/06/2020","1868","N334DN","AUS","08:10","147"
"DL","01/06/2020","1869","N351DN","JFK","15:20","127"
"DL","01/06/2020","1874","N546US","TPA","15:30","93"
"DL","01/06/2020","1876","N378DN","DTW","15:21","112"
"DL","01/06/2020","1886","N395DZ","LGA","17:30","128"
"DL","01/06/2020","1888","N327DN","JFK","21:43","128"
"DL","01/06/2020","1891","N3754A","TPA","09:55","85"
"DL","01/06/2020","1895","N968DL","PHL","10:21","107"
"DL","01/06/2020","1900","N341NB","JFK","13:40","120"
"DL","01/06/2020","1906","N901DE","ORD","16:10","116"
"DL","01/06/2020","1911","N339DN","DFW","22:36","143"
"DL","01/06/2020","1913","N892AT","LIT","08:21","95"
"DL","01/06/2020","1915","N963DL","STL","17:49","97"
"DL","01/06/2020","1918","N961AT","TUL","13:58","126"
"DL","01/06/2020","1920","N310DE","BUR","08:44","295"
"DL","01/06/2020","1922","N916DU","IND","14:47","76"
"DL","01/06/2020","1924","N903DE","BWI","21:22","102"
"DL","01/06/2020","1926","N861DN","MCI","21:23","126"
"DL","01/06/2020","1928","N355DN","SLC","21:37","262"
"DL","01/06/2020","1934","N926DZ","MSP","17:57","149"
"DL","01/06/2020","1935","N6712B","SNA","08:28","305"
"DL","01/06/2020","1942","N920AT","EWR","13:46","132"
"DL","01/06/2020","1944","N539US","LAX","12:21","286"
"DL","01/06/2020","1953","N902DE","DSM","21:25","132"
"DL","01/06/2020","1956","N344NW","MIA","17:26","100"
"DL","01/06/2020","1958","N937AT","ORD","20:43","103"
"DL","01/06/2020","1967","N850DN","SRQ","20:34","87"
"DL","01/06/2020","1971","N964DL","CHS","21:25","61"
"DL","01/06/2020","1973","N927AT","HOU","11:01","125"
"DL","01/06/2020","1974","N3739P","STX","10:37","207"
"DL","01/06/2020","1977","N946AT","GSP","13:04","43"
"DL","01/06/2020","1978","N3739P","RIC","20:57","82"
"DL","01/06/2020","1980","N301DQ","MDW","17:06","106"
"DL","01/06/2020","1981","N348DN","DCA","13:57","96"
"DL","01/06/2020","1983","N915AT","SAV","15:09","62"
"DL","01/06/2020","1987","N958DL","MIA","08:38","110"
"DL","01/06/2020","1995","N361DN","AUS","19:52","140"
"DL","01/06/2020","1998","N916DN","MIA","15:14","105"
"DL","01/06/2020","2006","N963DN","SYR","14:56","116"
"DL","01/06/2020","2008","N3750D","MIA","22:48","107"
"DL","01/06/2020","2010","N362DN","DFW","20:48","141"
"DL","01/06/2020","2012","N902DE","ORD","07:25","133"
"DL","01/06/2020","2013","N963DN","SYR","21:49","119"
"DL","01/06/2020","2015","N985AT","CID","21:41","130"
"DL","01/06/2020","2017","N934DN","SAT","14:42","141"
"DL","01/06/2020","2021","N329DN","PHX","17:59","261"
"DL","01/06/2020","2026","N185DN","FLL","10:05","134"
"DL","01/06/2020","2028","N304DN","LAS","08:10","271"
"DL","01/06/2020","2029","N948AT","ECP","09:12","56"
"DL","01/06/2020","2033","N966DL","ALB","15:10","132"
"DL","01/06/2020","2034","N965DL","RDU","13:15","70"
"DL","01/06/2020","2035","N913DL","MKE","14:55","120"
"DL","01/06/2020","2037","N915AT","AVL","19:03","45"
"DL","01/06/2020","2039","N6708D","MCO","18:20","76"
"DL","01/06/2020","2041","N920AT","SAV","09:55","69"
"DL","01/06/2020","2046","N311DN","PHX","15:40","253"
"DL","01/06/2020","2047","N906DN","TPA","14:30","79"
"DL","01/06/2020","2049","N586NW","SFO","08:10","335"
"DL","01/06/2020","2053","N915DN","BUF","10:00","108"
"DL","01/06/2020","2054","N821DN","SFO","15:12","337"
"DL","01/06/2020","2055","N950AT","DAL","13:53","143"
"DL","01/06/2020","2056","N956AT","PNS","17:58","69"
"DL","01/06/2020","2059","N819DN","SJC","15:59","314"
"DL","01/06/2020","2061","N920DN","ELP","11:50","196"
"DL","01/06/2020","2063","N676DL","JAX","21:47","61"
"DL","01/06/2020","2067","N347NW","MEM","18:11","70"
"DL","01/06/2020","2074","N915DU","ORF","09:40","93"
"DL","01/06/2020","2075","N911DE","MCI","10:38","133"
"DL","01/06/2020","2076","N6701","SLC","17:05","263"
"DL","01/06/2020","2077","N967DL","PHL","13:57","106"
"DL","01/06/2020","2084","N873DN","JAX","12:00","63"
"DL","01/06/2020","2087","N921AT","LIT","22:44","87"
"DL","01/06/2020","2088","N3744F","EWR","15:02","134"
"DL","01/06/2020","2095","N896DN","ORF","22:39","90"
"DL","01/06/2020","2098","N907DE","JAX","23:46","60"
"DL","01/06/2020","2100","N6712B","BOS","19:57","138"
"DL","01/06/2020","2102","N329DN","BOS","10:28","152"
"DL","01/06/2020","2104","N682DA","MCO","19:30","81"
"DL","01/06/2020","2105","N903DE","LIT","16:27","90"
"DL","01/06/2020","2106","N361NB","MCI","08:20","129"
"DL","01/06/2020","2109","N306DN","MSP","13:45","146"
"DL","01/06/2020","2113","N963DL","PHL","12:05","106"
"DL","01/06/2020","2117","N348NW","COS","18:30","203"
"DL","01/06/2020","2120","N921AT","MDW","09:04","111"
"DL","01/06/2020","2126","N596NW","FLL","21:31","100"
"DL","01/06/2020","2130","N676DL","TPA","16:30","81"
"DL","01/06/2020","2132","N931DN","SAT","09:58","151"
"DL","01/06/2020","2133","N926AT","CLT","14:55","54"
"DL","01/06/2020","2135","N308DE","EYW","15:10","105"
"DL","01/06/2020","2137","N873DN","LAX","16:30","305"
"DL","01/06/2020","2141","N919AT","ORF","12:06","84"
"DL","01/06/2020","2142","N944AT","EWR","17:02","143"
"DL","01/06/2020","2144","N870DN","JAX","19:59","72"
"DL","01/06/2020","2146","N913DN","ROC","09:20","118"
"DL","01/06/2020","2152","N917DN","IAH","11:54","121"
"DL","01/06/2020","2154","N185DN","FLL","16:07","107"
"DL","01/06/2020","2158","N930AT","CHO","19:05","76"
"DL","01/06/2020","2161","N970DL","PIT","07:26","91"
"DL","01/06/2020","2162","N995AT","HPN","14:34","124"
